"Card code","Scheme","Card type","Country","Gateway 1 (Transactions Count)","Gateway 2  (Transactions Count)","Gateway 3  (Transactions Count)",""
"407810","VISA","Type B","BULGARIA","53","32","10",""
"493532","VISA","Type B","ITALY","53","32","10",""
"498022","VISA","Type B","JAPAN","53","32","10",""
"423725","VISA","Type B","POLAND","52","32","10",""
"418870","VISA","Type B","RUSSIAN FEDERATION","52","32","10",""
"486375","VISA","Type B","TAIWAN PROVINCE OF CHINA","51","31","10",""
"483054","VISA","Type B","ITALY","51","31","10",""
"446342","VISA","Type B","CYPRUS","50","30","9",""
"451844","VISA","Type B","KOREA REPUBLIC OF","50","30","9",""
"427755","VISA","Type B","POLAND","49","30","9",""
"428906","VISA","Type B","RUSSIAN FEDERATION","48","29","9",""
"440661","VISA","Type B","ROMANIA","48","29","9",""
"427455","VISA","Type B","RUSSIAN FEDERATION","46","28","9",""
"446164","VISA","Type B","ROMANIA","46","28","9",""
"427372","VISA","Type B","BULGARIA","45","27","9",""
"426586","VISA","Type B","KOREA REPUBLIC OF","45","27","9",""
"460331","VISA","Type B","CROATIA","45","27","9",""
"427432","VISA","Type B","RUSSIAN FEDERATION","44","27","8",""
"446261","VISA","Type B","UNITED KINGDOM","44","27","8",""
"419998","VISA","Type B","ROMANIA","41","25","8",""
"494036","VISA","Type B","LUXEMBOURG","41","25","8",""
"465860","VISA","Type B","UNITED KINGDOM","41","25","8",""
"420960","VISA","Type B","ROMANIA","39","24","8",""
"423177","VISA","Type B","ROMANIA","39","24","8",""
"425669","VISA","Type B","TURKEY","38","23","7",""
"427438","VISA","Type B","RUSSIAN FEDERATION","38","23","7",""
"456749","VISA","Type B","CYPRUS","37","23","7",""
"489367","VISA","Type B","ROMANIA","37","23","7",""
"485752","VISA","Type B","SWITZERLAND","36","22","7",""
"498836","VISA","Type B","POLAND","35","21","7",""
"410345","VISA","Type B","PORTUGAL","34","21","7",""
"486483","VISA","Type B","UNITED KINGDOM","34","21","7",""
"431401","VISA","Type B","LITHUANIA","33","20","6",""
"480213","VISA","Type B","UNITED STATES","33","20","6",""
"407549","VISA","Type B","PORTUGAL","32","20","6",""
"490831","VISA","Type B","PORTUGAL","32","20","6",""
"411701","VISA","Type B","PORTUGAL","31","19","6",""
"425757","VISA","Type B","UNITED KINGDOM","31","19","6",""
"427762","VISA","Type B","HUNGARY","31","19","6",""
"429579","VISA","Type B","GREECE","31","19","6",""
"410664","VISA","Type B","BULGARIA","30","18","6",""
"469656","VISA","Type B","TAIWAN PROVINCE OF CHINA","30","18","6",""
"492109","VISA","Type B","IRELAND","30","18","6",""
"427314","VISA","Type B","TURKEY","29","18","6",""
"406225","VISA","Type B","SERBIA","28","17","6",""
"430542","VISA","Type B","POLAND","28","17","6",""
"479770","VISA","Type B","RUSSIAN FEDERATION","27","17","5",""
"441025","VISA","Type B","POLAND","27","17","5",""
"477934","VISA","Type B","HUNGARY","26","16","5",""
"418909","VISA","Type B","RUSSIAN FEDERATION","26","16","5",""
"419173","VISA","Type B","POLAND","26","16","5",""
"455065","VISA","Type B","POLAND","26","16","5",""
"411971","VISA","Type B","ROMANIA","25","15","5",""
"446299","VISA","Type B","ROMANIA","25","15","5",""
"424631","VISA","Type B","UNITED STATES","24","15","5",""
"446070","VISA","Type B","ESTONIA","24","15","5",""
"480801","VISA","Type B","UNITED STATES","24","15","5",""
"483590","VISA","Type B","HONG KONG","24","15","5",""
"492021","VISA","Type B","FINLAND","23","14","5",""
"417985","VISA","Type B","ANGOLA","23","14","5",""
"426235","VISA","Type B","ROMANIA","23","14","5",""
"427715","VISA","Type B","RUSSIAN FEDERATION","23","14","5",""
"445473","VISA","Type B","BELGIUM","23","14","5",""
"407506","VISA","Type B","MONTENEGRO","22","14","4",""
"485738","VISA","Type B","UNITED KINGDOM","22","14","4",""
"425539","VISA","Type B","LITHUANIA","22","14","4",""
"429779","VISA","Type B","ROMANIA","22","14","4",""
"431941","VISA","Type B","UNITED KINGDOM","22","14","4",""
"403892","VISA","Type B","RUSSIAN FEDERATION","21","13","4",""
"473704","VISA","Type B","POLAND","21","13","4",""
"480231","VISA","Type B","BOSNIA AND HERZEGOVINA","20","12","4",""
"492176","VISA","Type B","LATVIA","20","12","4",""
"494360","VISA","Type B","CZECH REPUBLIC","20","12","4",""
"498529","VISA","Type B","SLOVENIA","20","12","4",""
"403082","VISA","Type B","TURKEY","19","12","4",""
"406331","VISA","Type B","POLAND","19","12","4",""
"414967","VISA","Type B","CROATIA","19","12","4",""
"490823","VISA","Type B","POLAND","19","12","4",""
"486477","VISA","Type B","SPAIN","18","11","4",""
"497444","VISA","Type B","FRANCE","18","11","4",""
"499914","VISA","Type B","NEW ZEALAND","18","11","4",""
"485600","VISA","Type B","HONG KONG","18","11","4",""
"486470","VISA","Type B","ITALY","18","11","4",""
"492177","VISA","Type B","IRELAND","18","11","4",""
"453416","VISA","Type B","JAPAN","17","11","4",""
"461724","VISA","Type B","KOREA REPUBLIC OF","17","11","4",""
"498020","VISA","Type B","JAPAN","17","11","4",""
"418963","VISA","Type B","LITHUANIA","17","11","4",""
"427311","VISA","Type B","TURKEY","17","11","4",""
"489496","VISA","Type B","TURKEY","16","10","3",""
"407448","VISA","Type B","LEBANON","15","9","3",""
"423169","VISA","Type B","RUSSIAN FEDERATION","15","9","3",""
"427326","VISA","Type B","RUSSIAN FEDERATION","15","9","3",""
"431067","VISA","Type B","TAIWAN PROVINCE OF CHINA","15","9","3",""
"455598","VISA","Type B","UNITED KINGDOM","15","9","3",""
"480428","VISA","Type B","ICELAND","15","9","3",""
"453221","VISA","Type B","ITALY","14","9","3",""
"406371","VISA","Type B","ROMANIA","14","9","3",""
"427449","VISA","Type B","RUSSIAN FEDERATION","14","9","3",""
"427725","VISA","Type B","RUSSIAN FEDERATION","14","9","3",""
"429555","VISA","Type B","LATVIA","14","9","3",""
"456331","VISA","Type B","UNITED STATES","14","9","3",""
"479073","VISA","Type B","CZECH REPUBLIC","14","9","3",""
"413014","VISA","Type B","PORTUGAL","13","8","3",""
"427416","VISA","Type B","RUSSIAN FEDERATION","13","8","3",""
"465861","VISA","Type B","UNITED KINGDOM","13","8","3",""
"485710","VISA","Type B","SLOVAKIA","13","8","3",""
"486484","VISA","Type B","UNITED KINGDOM","13","8","3",""
"479727","VISA","Type B","ESTONIA","13","8","3",""
"485802","VISA","Type B","ITALY","13","8","3",""
"407590","VISA","Type B","KOREA REPUBLIC OF","12","8","3",""
"428905","VISA","Type B","RUSSIAN FEDERATION","12","8","3",""
"429040","VISA","Type B","RUSSIAN FEDERATION","12","8","3",""
"439246","VISA","Type B","RUSSIAN FEDERATION","12","8","3",""
"485724","VISA","Type B","POLAND","12","8","3",""
"407575","VISA","Type B","PORTUGAL","12","8","3",""
"408362","VISA","Type B","CZECH REPUBLIC","12","8","3",""
"417679","VISA","Type B","UKRAINE","12","8","3",""
"420701","VISA","Type B","KOREA REPUBLIC OF","12","8","3",""
"440713","VISA","Type B","SLOVENIA","12","8","3",""
"456491","VISA","Type B","NEW ZEALAND","12","8","3",""
"461158","VISA","Type B","COSTA RICA","12","8","3",""
"471540","VISA","Type B","NEW ZEALAND","12","8","3",""
"480715","VISA","Type B","UNITED STATES","12","8","3",""
"498021","VISA","Type B","JAPAN","12","8","3",""
"480707","VISA","Type B","UNITED STATES","11","7","2",""
"414791","VISA","Type B","PERU","11","7","2",""
"427380","VISA","Type B","ITALY","11","7","2",""
"448448","VISA","Type B","UNITED KINGDOM","11","7","2",""
"468522","VISA","Type B","CROATIA","11","7","2",""
"497304","VISA","Type B","FRANCE","11","7","2",""
"427312","VISA","Type B","BULGARIA","10","6","2",""
"429772","VISA","Type B","JAPAN","10","6","2",""
"442742","VISA","Type B","UNITED STATES","10","6","2",""
"485778","VISA","Type B","BELGIUM","10","6","2",""
"486446","VISA","Type B","UNITED KINGDOM","10","6","2",""
"490298","VISA","Type B","KOREA REPUBLIC OF","10","6","2",""
"412604","VISA","Type B","RUSSIAN FEDERATION","10","6","2",""
"414952","VISA","Type B","UKRAINE","10","6","2",""
"427321","VISA","Type B","POLAND","10","6","2",""
"427700","VISA","Type B","UNITED KINGDOM","10","6","2",""
"431572","VISA","Type B","GEORGIA","10","6","2",""
"464448","VISA","Type B","CROATIA","10","6","2",""
"465596","VISA","Type B","GERMANY","10","6","2",""
"474165","VISA","Type B","UNITED STATES","10","6","2",""
"402596","VISA","Type B","KOREA REPUBLIC OF","9","6","2",""
"403826","VISA","Type B","ITALY","9","6","2",""
"427454","VISA","Type B","RUSSIAN FEDERATION","9","6","2",""
"432483","VISA","Type B","MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF","9","6","2",""
"427442","VISA","Type B","RUSSIAN FEDERATION","9","6","2",""
"427723","VISA","Type B","SWEDEN","9","6","2",""
"427741","VISA","Type B","GERMANY","9","6","2",""
"455356","VISA","Type B","HUNGARY","9","6","2",""
"487099","VISA","Type B","BULGARIA","9","6","2",""
"497491","VISA","Type B","FRANCE","9","6","2",""
"498431","VISA","Type B","BRAZIL","9","6","2",""
"413424","VISA","Type B","PORTUGAL","8","5","2",""
"429594","VISA","Type B","GEORGIA","8","5","2",""
"442732","VISA","Type B","UNITED STATES","8","5","2",""
"465838","VISA","Type B","UNITED KINGDOM","8","5","2",""
"469884","VISA","Type B","TURKEY","8","5","2",""
"480209","VISA","Type B","UNITED STATES","8","5","2",""
"487094","VISA","Type B","BULGARIA","8","5","2",""
"498852","VISA","Type B","TURKEY","8","5","2",""
"499807","VISA","Type B","ITALY","8","5","2",""
"414039","VISA","Type B","KOREA REPUBLIC OF","8","5","2",""
"424981","VISA","Type B","BULGARIA","8","5","2",""
"426346","VISA","Type B","KAZAKHSTAN","8","5","2",""
"427440","VISA","Type B","RUSSIAN FEDERATION","8","5","2",""
"429590","VISA","Type B","GERMANY","8","5","2",""
"442664","VISA","Type B","PORTUGAL","8","5","2",""
"443912","VISA","Type B","UNITED ARAB EMIRATES","8","5","2",""
"445966","VISA","Type B","CZECH REPUBLIC","8","5","2",""
"447808","VISA","Type B","MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF","8","5","2",""
"455187","VISA","Type B","BRAZIL","8","5","2",""
"475747","VISA","Type B","UNITED KINGDOM","8","5","2",""
"485649","VISA","Type B","RUSSIAN FEDERATION","8","5","2",""
"498607","VISA","Type B","JAPAN","8","5","2",""
"408540","VISA","Type B","UNITED STATES","7","5","2",""
"423843","VISA","Type B","UKRAINE","7","5","2",""
"427734","VISA","Type B","LATVIA","7","5","2",""
"429755","VISA","Type B","MALAYSIA","7","5","2",""
"439035","VISA","Type B","GEORGIA","7","5","2",""
"454217","VISA","Type B","JAPAN","7","5","2",""
"456400","VISA","Type B","ROMANIA","7","5","2",""
"458285","VISA","Type B","BELARUS","7","5","2",""
"459812","VISA","Type B","ITALY","7","5","2",""
"486678","VISA","Type B","KOREA REPUBLIC OF","7","5","2",""
"491701","VISA","Type B","CZECH REPUBLIC","7","5","2",""
"492270","VISA","Type B","JAPAN","7","5","2",""
"493542","VISA","Type B","ITALY","7","5","2",""
"497204","VISA","Type B","FRANCE","7","5","2",""
"408489","VISA","Type B","CROATIA","7","5","2",""
"411280","VISA","Type B","UNITED STATES","7","5","2",""
"411789","VISA","Type B","ITALY","7","5","2",""
"413574","VISA","Type B","UNITED STATES","7","5","2",""
"414032","VISA","Type B","KOREA REPUBLIC OF","7","5","2",""
"427320","VISA","Type B","POLAND","7","5","2",""
"427351","VISA","Type B","HUNGARY","7","5","2",""
"440639","VISA","Type B","PORTUGAL","7","5","2",""
"446655","VISA","Type B","POLAND","7","5","2",""
"454629","VISA","Type B","THAILAND","7","5","2",""
"463576","VISA","Type B","UNITED STATES","7","5","2",""
"485753","VISA","Type B","SWITZERLAND","7","5","2",""
"490848","VISA","Type B","LATVIA","7","5","2",""
"497932","VISA","Type B","FRANCE","7","5","2",""
"499870","VISA","Type B","CYPRUS","7","5","2",""
"402328","VISA","Type B","RUSSIAN FEDERATION","6","4","2",""
"402661","VISA","Type B","MONTENEGRO","6","4","2",""
"406332","VISA","Type B","POLAND","6","4","2",""
"411712","VISA","Type B","BULGARIA","6","4","2",""
"419938","VISA","Type B","BULGARIA","6","4","2",""
"420707","VISA","Type B","KOREA REPUBLIC OF","6","4","2",""
"427324","VISA","Type B","ITALY","6","4","2",""
"427436","VISA","Type B","RUSSIAN FEDERATION","6","4","2",""
"427477","VISA","Type B","RUSSIAN FEDERATION","6","4","2",""
"427499","VISA","Type B","RUSSIAN FEDERATION","6","4","2",""
"437564","VISA","Type B","RUSSIAN FEDERATION","6","4","2",""
"451156","VISA","Type B","PORTUGAL","6","4","2",""
"451309","VISA","Type B","COLOMBIA","6","4","2",""
"460340","VISA","Type B","PORTUGAL","6","4","2",""
"469799","VISA","Type B","CZECH REPUBLIC","6","4","2",""
"485718","VISA","Type B","LATVIA","6","4","2",""
"493814","VISA","Type B","BAHRAIN","6","4","2",""
"494098","VISA","Type B","POLAND","6","4","2",""
"402041","VISA","Type B","ITALY","6","4","2",""
"407532","VISA","Type B","SERBIA","6","4","2",""
"417282","VISA","Type B","POLAND","6","4","2",""
"419253","VISA","Type B","POLAND","6","4","2",""
"419607","VISA","Type B","INDIA","6","4","2",""
"421628","VISA","Type B","INDIA","6","4","2",""
"426603","VISA","Type B","UNITED STATES","6","4","2",""
"431937","VISA","Type B","IRELAND","6","4","2",""
"432016","VISA","Type B","UNITED STATES","6","4","2",""
"446513","VISA","Type B","AZERBAIJAN","6","4","2",""
"447841","VISA","Type B","POLAND","6","4","2",""
"456407","VISA","Type B","INDIA","6","4","2",""
"485620","VISA","Type B","UNITED STATES","6","4","2",""
"407505","VISA","Type B","BRAZIL","5","3","1",""
"409636","VISA","Type B","SINGAPORE","5","3","1",""
"425305","VISA","Type B","SERBIA","5","3","1",""
"425538","VISA","Type B","LITHUANIA","5","3","1",""
"427413","VISA","Type B","RUSSIAN FEDERATION","5","3","1",""
"428909","VISA","Type B","KOREA REPUBLIC OF","5","3","1",""
"455777","VISA","Type B","ITALY","5","3","1",""
"457039","VISA","Type B","SLOVENIA","5","3","1",""
"461160","VISA","Type B","COSTA RICA","5","3","1",""
"461422","VISA","Type B","UNITED STATES","5","3","1",""
"473103","VISA","Type B","URUGUAY","5","3","1",""
"473819","VISA","Type B","MALAYSIA","5","3","1",""
"474343","VISA","Type B","GREECE","5","3","1",""
"405479","VISA","Type B","SERBIA","5","3","1",""
"407582","VISA","Type B","GREECE","5","3","1",""
"408355","VISA","Type B","MONTENEGRO","5","3","1",""
"408487","VISA","Type B","CROATIA","5","3","1",""
"410559","VISA","Type B","MONTENEGRO","5","3","1",""
"413599","VISA","Type B","SWITZERLAND","5","3","1",""
"414961","VISA","Type B","UKRAINE","5","3","1",""
"420186","VISA","Type B","UNITED ARAB EMIRATES","5","3","1",""
"425700","VISA","Type B","SEYCHELLES","5","3","1",""
"432454","VISA","Type B","ITALY","5","3","1",""
"443308","VISA","Type B","RUSSIAN FEDERATION","5","3","1",""
"445034","VISA","Type B","RUSSIAN FEDERATION","5","3","1",""
"453222","VISA","Type B","ITALY","5","3","1",""
"480249","VISA","Type B","HUNGARY","5","3","1",""
"486457","VISA","Type B","PORTUGAL","5","3","1",""
"490761","VISA","Type B","CROATIA","5","3","1",""
"494014","VISA","Type B","SPAIN","5","3","1",""
"497403","VISA","Type B","FRANCE","5","3","1",""
"453912","VISA","Type B","SWEDEN","1","1","1",""
"454230","VISA","Type B","JAPAN","1","1","1",""
"454260","VISA","Type B","JAPAN","1","1","1",""
"454691","VISA","Type B","MAURITIUS","1","1","1",""
"454694","VISA","Type B","UNITED STATES","1","1","1",""
"454925","VISA","Type B","PUERTO RICO","1","1","1",""
"455373","VISA","Type B","IRELAND","1","1","1",""
"455511","VISA","Type B","MEXICO","1","1","1",""
"455595","VISA","Type B","UNITED STATES","1","1","1",""
"455670","VISA","Type B","FRANCE","1","1","1",""
"455776","VISA","Type B","ITALY","1","1","1",""
"456115","VISA","Type B","FRANCE","1","1","1",""
"456553","VISA","Type B","SOUTH AFRICA","1","1","1",""
"457023","VISA","Type B","SOUTH AFRICA","1","1","1",""
"457065","VISA","Type B","MALAYSIA","1","1","1",""
"457215","VISA","Type B","MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF","1","1","1",""
"457250","VISA","Type B","UNITED ARAB EMIRATES","1","1","1",""
"457267","VISA","Type B","BULGARIA","1","1","1",""
"457581","VISA","Type B","INDIA","1","1","1",""
"458075","VISA","Type B","SPAIN","1","1","1",""
"458103","VISA","Type B","COSTA RICA","1","1","1",""
"458449","VISA","Type B","RUSSIAN FEDERATION","1","1","1",""
"458506","VISA","Type B","QATAR","1","1","1",""
"458718","VISA","Type B","MOROCCO","1","1","1",""
"458824","VISA","Type B","PHILIPPINES","1","1","1",""
"458858","VISA","Type B","AUSTRALIA","1","1","1",""
"459442","VISA","Type B","BERMUDA","1","1","1",""
"459811","VISA","Type B","POLAND","1","1","1",""
"462409","VISA","Type B","UNITED STATES","1","1","1",""
"462489","VISA","Type B","MALAYSIA","1","1","1",""
"463550","VISA","Type B","UNITED STATES","1","1","1",""
"463551","VISA","Type B","UNITED STATES","1","1","1",""
"463552","VISA","Type B","UNITED STATES","1","1","1",""
"463579","VISA","Type B","UNITED STATES","1","1","1",""
"463580","VISA","Type B","UNITED STATES","1","1","1",""
"463581","VISA","Type B","UNITED STATES","1","1","1",""
"463589","VISA","Type B","UNITED STATES","1","1","1",""
"464402","VISA","Type B","LEBANON","1","1","1",""
"464884","VISA","Type B","UNITED STATES","1","1","1",""
"464933","VISA","Type B","INDONESIA","1","1","1",""
"464987","VISA","Type B","INDONESIA","1","1","1",""
"465293","VISA","Type B","UNITED STATES","1","1","1",""
"465906","VISA","Type B","UNITED KINGDOM","1","1","1",""
"467173","VISA","Type B","UNITED STATES","1","1","1",""
"467332","VISA","Type B","UNITED STATES","1","1","1",""
"469083","VISA","Type B","UNITED STATES","1","1","1",""
"469296","VISA","Type B","EL SALVADOR","1","1","1",""
"469439","VISA","Type B","UNITED STATES","1","1","1",""
"469645","VISA","Type B","INDIA","1","1","1",""
"469678","VISA","Type B","VIET NAM","1","1","1",""
"469761","VISA","Type B","POLAND","1","1","1",""
"469800","VISA","Type B","CZECH REPUBLIC","1","1","1",""
"470700","VISA","Type B","RUSSIAN FEDERATION","1","1","1",""
"470860","VISA","Type B","JAPAN","1","1","1",""
"470912","VISA","Type B","SLOVAKIA","1","1","1",""
"471216","VISA","Type B","UNITED STATES","1","1","1",""
"471348","VISA","Type B","SOUTH AFRICA","1","1","1",""
"471408","VISA","Type B","RUSSIAN FEDERATION","1","1","1",""
"471505","VISA","Type B","UNITED KINGDOM","1","1","1",""
"471516","VISA","Type B","CANADA","1","1","1",""
"471559","VISA","Type B","UNITED KINGDOM","1","1","1",""
"471560","VISA","Type B","IRELAND","1","1","1",""
"471562","VISA","Type B","UNITED STATES","1","1","1",""
"471727","VISA","Type B","UNITED STATES","1","1","1",""
"471853","VISA","Type B","UNITED STATES","1","1","1",""
"471865","VISA","Type B","INDIA","1","1","1",""
"472044","VISA","Type B","COLOMBIA","1","1","1",""
"472445","VISA","Type B","RUSSIAN FEDERATION","1","1","1",""
"472896","VISA","Type B","MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF","1","1","1",""
"473892","VISA","Type B","ALBANIA","1","1","1",""
"474531","VISA","Type B","ARGENTINA","1","1","1",""
"475503","VISA","Type B","KOREA REPUBLIC OF","1","1","1",""
"475525","VISA","Type B","KOREA REPUBLIC OF","1","1","1",""
"475532","VISA","Type B","KOREA REPUBLIC OF","1","1","1",""
"475748","VISA","Type B","UNITED KINGDOM","1","1","1",""
"476237","VISA","Type B","UNITED KINGDOM","1","1","1",""
"476347","VISA","Type B","UNITED KINGDOM","1","1","1",""
"476349","VISA","Type B","UNITED KINGDOM","1","1","1",""
"478470","VISA","Type B","RUSSIAN FEDERATION","1","1","1",""
"479742","VISA","Type B","UNITED KINGDOM","1","1","1",""
"480204","VISA","Type B","GREECE","1","1","1",""
"480260","VISA","Type B","UNITED STATES","1","1","1",""
"480275","VISA","Type B","POLAND","1","1","1",""
"482429","VISA","Type B","NORWAY","1","1","1",""
"482432","VISA","Type B","POLAND","1","1","1",""
"482436","VISA","Type B","POLAND","1","1","1",""
"482452","VISA","Type B","GERMANY","1","1","1",""
"484656","VISA","Type B","ALBANIA","1","1","1",""
"484738","VISA","Type B","UNITED STATES","1","1","1",""
"485700","VISA","Type B","GERMANY","1","1","1",""
"485722","VISA","Type B","CHILE","1","1","1",""
"485750","VISA","Type B","SWITZERLAND","1","1","1",""
"485808","VISA","Type B","NORWAY","1","1","1",""
"485905","VISA","Type B","SOUTH AFRICA","1","1","1",""
"486329","VISA","Type B","MONTENEGRO","1","1","1",""
"486401","VISA","Type B","HONG KONG","1","1","1",""
"486404","VISA","Type B","UNITED KINGDOM","1","1","1",""
"486413","VISA","Type B","COLOMBIA","1","1","1",""
"486431","VISA","Type B","SINGAPORE","1","1","1",""
"486485","VISA","Type B","UNITED KINGDOM","1","1","1",""
"486522","VISA","Type B","UNITED STATES","1","1","1",""
"487032","VISA","Type B","MOLDOVA REPUBLIC OF","1","1","1",""
"487716","VISA","Type B","ITALY","1","1","1",""
"488005","VISA","Type B","BULGARIA","1","1","1",""
"488988","VISA","Type B","TAIWAN PROVINCE OF CHINA","1","1","1",""
"488994","VISA","Type B","INDIA","1","1","1",""
"489406","VISA","Type B","POLAND","1","1","1",""
"489594","VISA","Type B","INDONESIA","1","1","1",""
"489745","VISA","Type B","UNITED STATES","1","1","1",""
"489988","VISA","Type B","KAZAKHSTAN","1","1","1",""
"490139","VISA","Type B","SOUTH AFRICA","1","1","1",""
"490167","VISA","Type B","GERMANY","1","1","1",""
"490798","VISA","Type B","UNITED STATES","1","1","1",""
"490854","VISA","Type B","UNITED STATES","1","1","1",""
"490883","VISA","Type B","UNITED STATES","1","1","1",""
"490884","VISA","Type B","UNITED STATES","1","1","1",""
"491262","VISA","Type B","TRINIDAD AND TOBAGO","1","1","1",""
"491327","VISA","Type B","MEXICO","1","1","1",""
"491804","VISA","Type B","SPAIN","1","1","1",""
"491822","VISA","Type B","MALAYSIA","1","1","1",""
"491913","VISA","Type B","PERU","1","1","1",""
"491986","VISA","Type B","UNITED STATES","1","1","1",""
"492247","VISA","Type B","JAPAN","1","1","1",""
"493444","VISA","Type B","ARGENTINA","1","1","1",""
"493589","VISA","Type B","ITALY","1","1","1",""
"493719","VISA","Type B","ARGENTINA","1","1","1",""
"493725","VISA","Type B","SINGAPORE","1","1","1",""
"493733","VISA","Type B","LUXEMBOURG","1","1","1",""
"493788","VISA","Type B","DOMINICAN REPUBLIC","1","1","1",""
"497159","VISA","Type B","FRANCE","1","1","1",""
"497205","VISA","Type B","FRANCE","1","1","1",""
"497448","VISA","Type B","FRANCE","1","1","1",""
"498035","VISA","Type B","JAPAN","1","1","1",""
"498512","VISA","Type B","CHINA","1","1","1",""
"498823","VISA","Type B","UNITED KINGDOM","1","1","1",""
"498865","VISA","Type B","UNITED STATES","1","1","1",""
"499840","VISA","Type B","COSTA RICA","1","1","1",""
"376133","AMEX","Type B","JAPAN","36","22","7",""
"376170","AMEX","Type B","JAPAN","15","9","3",""
"375536","AMEX","Type B","GREECE","14","9","3",""
"379193","AMEX","Type B","UNITED KINGDOM","5","3","1",""
"374995","AMEX","Type B","FRANCE","4","3","1",""
"377845","AMEX","Type B","COLOMBIA","4","3","1",""
"375390","AMEX","Type B","NETHERLANDS","3","2","1",""
"375091","AMEX","Type B","GERMANY","3","2","1",""
"375094","AMEX","Type B","GERMANY","2","2","1",""
"375297","AMEX","Type B","ITALY","2","2","1",""
"376160","AMEX","Type B","JAPAN","2","2","1",""
"376718","AMEX","Type B","MEXICO","2","2","1",""
"374291","AMEX","Type B","UNITED KINGDOM","1","1","1",""
"374501","AMEX","Type B","ROMANIA","1","1","1",""
"374991","AMEX","Type B","FRANCE","1","1","1",""
"376010","AMEX","Type B","AUSTRALIA","1","1","1",""
"376355","AMEX","Type B","JAPAN","1","1","1",""
"376698","AMEX","Type B","MEXICO","1","1","1",""
"371532","AMEX","Type B","UNITED STATES","1","1","1",""
"371546","AMEX","Type B","UNITED STATES","1","1","1",""
"371551","AMEX","Type B","UNITED STATES","1","1","1",""
"371558","AMEX","Type B","UNITED STATES","1","1","1",""
"374197","AMEX","Type B","BELGIUM","1","1","1",""
"374298","AMEX","Type B","UNITED KINGDOM","1","1","1",""
"374594","AMEX","Type B","UNITED KINGDOM","1","1","1",""
"374595","AMEX","Type B","UNITED KINGDOM","1","1","1",""
"374996","AMEX","Type B","FRANCE","1","1","1",""
"375893","AMEX","Type B","SWITZERLAND","1","1","1",""
"375894","AMEX","Type B","SWITZERLAND","1","1","1",""
"376222","AMEX","Type B","SINGAPORE","1","1","1",""
"376359","AMEX","Type B","TAIWAN PROVINCE OF CHINA","1","1","1",""
"376381","AMEX","Type B","HONG KONG","1","1","1",""
"376452","AMEX","Type B","ARGENTINA","1","1","1",""
"376692","AMEX","Type B","MEXICO","1","1","1",""
"376693","AMEX","Type B","MEXICO","1","1","1",""
"376695","AMEX","Type B","MEXICO","1","1","1",""
"376790","AMEX","Type B","MEXICO","1","1","1",""
"376791","AMEX","Type B","MEXICO","1","1","1",""
"377622","AMEX","Type B","SWEDEN","1","1","1",""
"377623","AMEX","Type B","SPAIN","1","1","1",""
"377847","AMEX","Type B","COLOMBIA","1","1","1",""
"378294","AMEX","Type B","UNITED STATES","1","1","1",""
"378296","AMEX","Type B","UNITED STATES","1","1","1",""
"369572","DINERS","Type B","JAPAN","7","5","2",""
"375533","AMEX","-","GREECE","87","53","16",""
"377989","AMEX","-","KOREA REPUBLIC OF","63","38","12",""
"375574","AMEX","-","PORTUGAL","56","34","11",""
"375300","AMEX","-","NETHERLANDS","53","32","10",""
"376136","AMEX","-","JAPAN","40","24","8",""
"375512","AMEX","-","ISRAEL","38","23","7",""
"376135","AMEX","-","JAPAN","36","22","7",""
"376137","AMEX","-","JAPAN","35","21","7",""
"377782","AMEX","-","JAPAN","31","19","6",""
"375118","AMEX","-","RUSSIAN FEDERATION","30","18","6",""
"375288","AMEX","-","ITALY","25","15","5",""
"375202","AMEX","-","ITALY","22","14","4",""
"375513","AMEX","-","ISRAEL","21","13","4",""
"377783","AMEX","-","KOREA REPUBLIC OF","19","12","4",""
"375289","AMEX","-","ITALY","18","11","4",""
"376138","AMEX","-","JAPAN","18","11","4",""
"375203","AMEX","-","ITALY","17","11","4",""
"374904","AMEX","-","FFRENCH POLYNESIA","16","10","3",""
"376130","AMEX","-","JAPAN","16","10","3",""
"377662","AMEX","-","SWITZERLAND","16","10","3",""
"375534","AMEX","-","GREECE","14","9","3",""
"375287","AMEX","-","ITALY","13","8","3",""
"376014","AMEX","-","UNITED KINGDOM","13","8","3",""
"374905","AMEX","-","FRANCE","12","8","3",""
"375388","AMEX","-","NETHERLANDS","12","8","3",""
"375204","AMEX","-","ITALY","11","7","2",""
"375283","AMEX","-","ITALY","11","7","2",""
"377512","AMEX","-","SLOVAKIA","11","7","2",""
"377660","AMEX","-","SWITZERLAND","11","7","2",""
"374801","AMEX","-","FINLAND","11","7","2",""
"375510","AMEX","-","ISRAEL","11","7","2",""
"374903","AMEX","-","FRANCE","10","6","2",""
"377825","AMEX","-","NEW ZEALAND","9","6","2",""
"375201","AMEX","-","ITALY","9","6","2",""
"375888","AMEX","-","SWITZERLAND","9","6","2",""
"374678","AMEX","-","ITALY","8","5","2",""
"375285","AMEX","-","ITALY","8","5","2",""
"376334","AMEX","-","HONG KONG","8","5","2",""
"379241","AMEX","-","UNITED STATES","8","5","2",""
